Ticketid,Calendar Week ,Ticket Create Time,Priority,Site,Problem Description,General Category,Sub Category,Resolution,No
INC000005574726,CW: 2021/42,10/17/2021 8:34:30 PM,Low,Singapore,"(1) Problem description on error* (Including screenshot of error):  
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[ X ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1		[  ] MKZ Others		[  ] WUX HPS		[  ] CJJ     

(3) Lot Number:  RU104122G02 

(4) Equipments affected: MSF-012

(5) Equipment/PC name:  ISCF8CC9263QJX

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: 

(11)Alt Contact Person Name (Compulsory for Critical)*:   96628177

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state (1) Problem description on error* (Including screenshot of error):  
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1		[  ] MKZ Others		[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: 

(4) Equipments affected:

(5) Equipment/PC name:

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.",Integration,EAF/EAFA,"1) Findings: Lot is already completed

2) Containment Action*: MSF-012 suggested to user to abort and reserve again

3) FAQ: 

* Mandatory fields.",11
INC000005583089,CW: 2021/43,10/20/2021 8:51:18 PM,Low,Melaka,"(1) Problem description on error* (Including screenshot of error):  

?Camstar.TrackInXml: ifxTrackInLot_E0103: Failed to send CreateEAJob message for Equipment and Sub Equipments due to no valid recipe(s) found
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number:  VC124764G01

(4) Equipments affected:  MTT024

(5) Equipment/PC name:

(6) Camstar Server*: MKZSAPA22 
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only): NO FAQ

(10) Affected area contact number*:  012-6254890 / Morning : 019-6276438 (Hamizan)

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state I


SCF8CC9350W3M.infineon.com, 172.21.108.94, INFINEON\AwanMohd, MKZ/B8.1.R01.P, ,",Integration,EAF/EAFA,"1) Findings:

2) Containment Action*: Restarted instance, user may proceed as usual

3) FAQ: 

* Mandatory fields.",12
INC000005591616,CW: 2021/43,10/25/2021 2:33:30 PM,Low,Batam,"Problem Description:
	Missing Test summary F,B31P,Qty =6285

Site:
	BTH

Lot Number:
	1E136370B02

Equipments Affected:
	TEFLEX049
	
	

Camstar Server:
	BTHSAPA23

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	+62770610109

",Integration,EAF/EAFA,"test summary available now, please verify.",13
INC000005592992,CW: 2021/43,10/26/2021 10:25:42 AM,Low,Cegled,"*Problem description / Error message: Quality Gate Plugin throw error. Details in the attached picture
*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): IHM 
Fauf / Lot ID: 81474951
Area (e.g. Chip soldering): End Test 
Interface (Camstar / XMES/ Equipment): XTEST
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: Have
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Integration,EAF/EAFA,EAFA service config fixed,14
INC000005602508,CW: 2021/43,10/31/2021 2:43:36 AM,Critical,Wuxi,"(1) Problem description on error* (Including screenshot of error):  
   Missing test summary

(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[ x ] WUX CC		[  ] TIJ   
[  ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: all

(4) Equipments affected: M6-071, M6-011, M6-021... total 9 machines

(5) Equipment/PC name:

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: +8651081160556

(11)Alt Contact Person Name (Compulsory for Critical)*: Chen Lan

(12)Alt Contact Person Number (Compulsory for Critical): +8651081160465

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state , INFINEON\ChenLa, WUX, ,",Integration,EAF/EAFA,"1) Findings:
Root cause unknown why there is delay of the test summary transfer to Camstar.

2) Containment Action*:
No containment action performed by BOC. User later feebdakc all the missing test summary were found in Camstar.

3) FAQ: 

* Mandatory fields.",15
INC000005602571,CW: 2021/45,10/30/2021 10:35:41 PM,Low,Regensburg,"(1) Problem description on error* (Including screenshot of error):  Unable to process the invoke request because xml format is not supported
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[  ] MKZ M3		[  ] WUX DS		[X] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: 19121053T11

(4) Equipments affected: NA

(5) Equipment/PC name: ISCW8CC0040FHK

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application NA
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*:  004916095882661

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCW8CC0040FHK.infineon.com, 10.169.28.38, INFINEON\KastChri, RBG, ,",Integration,EAF/EAFA,"Test summary fixed during weekly meet BOC-  Keyusers, move out summitted successfully without error",16
INC000005602572,CW: 2021/44,10/30/2021 10:32:06 PM,Low,Melaka,"(1) Problem description on error* (Including screenshot of error):  Camstar.TrackInXml: Error from IFXCamstarGateway with Error Code: 103 and Error Message: Generic Error: Service cannot be processed now. Please try again later.
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[x] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: 

(4) Equipments affected: SIM020

(5) Equipment/PC name: ISCF8CC9350W48.infineon.com

(6) Camstar Server*: MKZSAPA28
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: +6062515733

(11)Alt Contact Person Name (Compulsory for Critical)*: Haslina

(12)Alt Contact Person Number (Compulsory for Critical): 011 3749 2767

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCF8CC9350W48.infineon.com, 172.21.116.137, INFINEON\BabaHasl, MKZ/B8.3.R01.P, ,",Integration,EAF/EAFA,"1) Findings: Checked EAF Client equipment instance (SIM02) is Running (Green).

2) Containment Action*:
User feedback issue was resolved and ticket could be closed.
No action taken by BOC.

3) FAQ: 

* Mandatory fields.",17
INC000005602980,CW: 2021/44,10/31/2021 11:29:36 PM,Medium,Batam,"Problem Description:
	Missing test summary  B41P,N,Qty 7664

Site:
	BTH

Lot Number:
	RU130283B16

Equipments Affected:
	TEMMCI003

Camstar Server:
	BTHSAPA21

Integration Application:
	

Printer:
	BTHSAPA21

Affected Area Contact Number:
	+62770610109

",Integration,EAF/EAFA,"test summary recovered, please verify",18
INC000005603031,CW: 2021/44,10/31/2021 3:48:45 PM,Medium,Melaka,"(1) Problem description on error* (Including screenshot of error):  
Test Summary not available in Camstar, test summary and repump.
Tester ID: IPTEST027
Test mode: B11P
Test Type: N
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[X] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: ZF125434G01

(4) Equipments affected: SIS016

(5) Equipment/PC name:

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: +6062515252 / +6011-35352136

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state , INFINEON\HarAbdul, MKZ/B8.2.R01.P, ,",Integration,EAF/EAFA,"1) Findings: Repump the test summary

2) Containment Action*:

3) FAQ: 

* Mandatory fields.",19
INC000005608177,CW: 2021/45,11/3/2021 4:12:13 AM,Low,Melaka,"(1) Problem description on error* (Including screenshot of error):  

- Camstar.ValidateLot: An error occurred while parsing EntityName. Line 1, position 238
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[ x ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number:  RU135331M0P

(4) Equipments affected: CCI002

(5) Equipment/PC name: ISCW8CC9443TGG

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only): 

(10) Affected area contact number*: +60189774772

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state 

ISCW8CC9443TGG.infineon.com, 10.233.12.144, INFINEON\TumpangN, MKZ/B6.2.R01.P, ,",Integration,EAF/EAFA,"1) Findings: Issue solved

2) Containment Action*: Rebooted instance, user did not reply message, lot already closed.

3) FAQ: N/A.

* Mandatory fields.",20
INC000005610444,CW: 2021/44,11/3/2021 5:24:54 PM,Critical,Melaka,"(1) Problem description on error* (Including screenshot of error):  

?EAF.CreateEAJob: Cannot create job. Equipment is not in control state ONLINE/REMOTE!
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[ x ] MKZ M3 Block 8 level 3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: VE139025G08

(4) Equipments affected:SIM026

(5) Equipment/PC name:

(6) Camstar Server*:MKZPTSOPSA1 @ MKZSAPA31 (V7SU5.R8.4.RC1a)
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only): no faq

(10) Affected area contact number*: 062515160

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state 

ISCF8CC9350W6G.infineon.com, 172.21.116.113, INFINEON\MdZinMun, MKZ/B8.3.R01.P, ,",Integration,EAF/EAFA,"1) Findings: eq state was yellow

2) Containment Action*: after restarted equipment instance user was able to priceed

3) FAQ: 

* Mandatory fields.",21
INC000005615259,CW: 2021/45,11/6/2021 8:41:26 AM,Low,Singapore,"Problem Description:
	ZA122284G03 (B21p) missing Test Summary (N) from AV to Camstar .Summary report
	11/06/2021 12:51:19 .
	Filename:	\\wproj500.sin.infineon.com\ArchView\06_BE_TestSum\2021\22\ZA122284\ZA122284G03_B21P_N_20211106005712_M9840A6BX306_SINFFX11_sum.txt

Site:
	SIN

Lot Number:
	ZA122284G03

Equipments Affected:
	FLEX-011

Camstar Server:
	SINSAPA23 

Integration Application:
	DDM

Printer:
	

Affected Area Contact Number:
	+658400297

",Integration,EAF/EAFA,"create test summary file from Archive , the revover.

FAQ:
https://faqstorage.infineon.com/ServiceDeskFAQs/113067/MissingTestSummaryinCamstarSingapore?Keywords=test+summary",22
INC000005615464,CW: 2021/44,11/7/2021 5:44:45 AM,Critical,Singapore,"(1) Problem description on error* (Including screenshot of error):  
    Camstar.TrackInXml: Error from IFXCamstarGateway with Error Code: 103 and Error Message:
    Generic Error: Service cannot be processed now. Please try again later.

   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[x] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: ZA129328G05

(4) Equipments affected: V93K-218

(5) Equipment/PC name: ISCF8CC0090KHY

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: 98368489

(11)Alt Contact Person Name (Compulsory for Critical)*: LIM HOCK LEONG

(12)Alt Contact Person Number (Compulsory for Critical): 98368489


ISCF8CC0090KHY.infineon.com, 10.228.206.100, INFINEON\IFXRES312C2BE78, SIN_W/Kallang Way, ,",Integration,EAF/EAFA,"1) Findings: 
Checked EAF Client equipment instance for V93K-218 is Running - Not Communicating (Yellow)

2) Containment Action*:
As there is only one affected lot: ZA129328G05
Proceed to restart equipment instance. 
The status for equipment instance (V93K-218) is now Running (Green).
Called user to try again and user feedback issue is resolved.
The lot can proceed now.

3) FAQ: 
https://faqstorage.infineon.com/KnowledgebaseArticle122000.aspx

* Mandatory fields.",23
INC000005615548,CW: 2021/44,11/6/2021 10:36:05 PM,Critical,Singapore,"Problem Description:
	""Camstar.TrackInXml: Error from IFXCamstarGateway with Error Code: 103 and Error Message: Generic Error: Service cannot be processed now. Please try again later."" when tracking in ZA117256G10 at V93K-211

Site:
	SIN

Lot Number:
	ZA117256G10

Equipments Affected:
	V93K-211

Camstar Server:
	SINSAPA21

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	96879182 / 6568400080",Integration,EAF/EAFA,"After restart eaf instance, user was able to proceed",24
INC000005622001,CW: 2021/45,11/10/2021 3:35:46 AM,Critical,Melaka,"(1) Problem description on error* (Including screenshot of error):  Camstar.TrackInXml: Error from IFXCamstarGateway with Error Code: 103 and Error Message: Generic Error: Service cannot be processed now. Please try again later.

Error on Mango - not communicating
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[ x ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number:  1E122256M0E

(4) Equipments affected: TP-006

(5) Equipment/PC name: ISCWSGH713PYPG.infineon.com

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*:  6062515783

(11)Alt Contact Person Name (Compulsory for Critical)*:  

(12)Alt Contact Person Number (Compulsory for Critical):0147237694

* Mandatory fields. 



 ISCWSGH713PYPG.infineon.com, 10.233.12.45, INFINEON\NordiMoh, MKZ/B6.2.R01.P, ,",Integration,EAF/EAFA,"1) Findings:
ping IP is OK.  EAF status is yellow
2) Containment Action*:
 contact user restart equipment, user reply can track in after restart 
3) FAQ: 

* Mandatory fields.",25
INC000005622860,CW: 2021/45,11/10/2021 9:07:30 AM,Low,Singapore,"ISCN5CG938C7BT.infineon.com, 10.229.116.31, INFINEON\GohSekFa, SIN_W, 

error ""missing test summary in Camstar. Found in Archive Viewer but not transfer in Camstar""

screenshot attached",Integration,EAF/EAFA,just manual recover the test summary,26
INC000005627356,CW: 2021/45,11/12/2021 2:25:46 AM,High,Melaka,"(1) Problem description on error* (Including screenshot of error):  
Unable to transact lot in camstar
unable to track in and need to run other lots
Error: EAF: CreatEAjob: Equipment rejected command. Unable to execute process job object creation at the equipment: Return Code=-1
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[ X ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: VF133022G01

(4) Equipments affected: PDBGADP003

(5) Equipment/PC name: ISCN5CG1183C5M

(6) Camstar Server*: MKZSAPA26
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: EXT 7643

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCN5CG1183C5M.infineon.com, 10.233.116.75, INFINEON\MohdFiru, MKZ/B5.1.R01.GE001, ,",Integration,EAF/EAFA,"1) Findings:
EAF equipment not communicating
2) Containment Action*:
restart EAF but useless, Can track in success after ask user restart equipment 
3) FAQ: 

* Mandatory fields.",27
INC000005630152,CW: 2021/46,11/15/2021 1:44:21 AM,Low,Melaka,"(1) Problem description on error* (Including screenshot of error):  
User tried to track in a lot but there is an error.
""Camstar.TrackInXml: Error from IFXCamstarGateway with Error Code: 103 and Error Message: Generic Error: Service cannot be processed now. Please try again later""
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[X] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: ZF121014G12

(4) Equipments affected: SIS019

(5) Equipment/PC name: ISCW8CG80606R2.infineon.com

(6) Camstar Server*: MKZSAPA23 (V7SU5.R8.4.RC1a) 
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: +6062515372

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state 
ISCW8CG80606R2.infineon.com, 10.233.32.73, INFINEON\MazlaMuh, MKZ/B8.3.R01.P, ,",Integration,EAF/EAFA,"1) Findings: EQ issue, when checked, no issue.

2) Containment Action*: no action by BOC

3) FAQ: 

* Mandatory fields.",28
INC000005630312,CW: 2021/46,11/15/2021 1:19:39 AM,Medium,Singapore,"(1) Problem description on error* (Including screenshot of error):  

Missing test summary in Camstar  
Found in Archive Viewer but not transfer in Camstar 

(1)LOT ID :  ZA137035G08
Summary report : 11/15/2021 07:48:59

Test Flag : “ N ” missing test summary in Camstar    
Test Mode : B11P                                                           
Node Name:  SINFFX40
Equipment Type : FLEX-040
Equipment ID :  RA-016
Filename:\\wproj500.sin.infineon.com\ArchView\06_BE_TestSum\2021\37\ZA137035\ZA137035G08_B11P_N_20211115051455_M5009A8BX222_SINFFX40_sum.txt
Production Test(Singapore)

   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[ x  ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: 

(4) Equipments affected:

(5) Equipment/PC name:

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

https://faqstorage.infineon.com/KnowledgebaseArticle113067.aspx

(10) Affected area contact number*: 

Tel : +65 6840 0297


(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state 

ISCN5CG938C7BT.infineon.com, 10.229.116.10, INFINEON\GohSekFa, SIN_W, ,",Integration,EAF/EAFA,"1) Findings: missing test summary 

2) Containment Action*: past and recover test summary file

3) FAQ: 

* Mandatory fields.",29
