Ticket ID,Site Default,Calendar Week ,Ticket Create Time,Problem Description,General Category,Sub Category,Resolution,Priority,No.,Count of Calendar Week 
INC000005980025,Cegled,CW: 2022/18,5/4/2022 10:03:40 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81550902

Area:
	Endtest

Interface:
	XMES

Equipments or Process Affected:
	Adler 2

Host name:
	CEGF01108111016

Problem description / Error message:
	Modul Measurement Manager_Lot Step_By Lot Process Step And Module Not Found
	Lots.ID: ""189274""
	ProcessSteps.ID: ""3""
	Modules.ID: ""5636268""

Contact Phone Number:
	+36300195220

",Integration,Orbit,"Vizsgálatkor a tétel már le lett zárva Camstar és DB szinten is, ezzel a tétellel további teendo nincs.",Low,499,1
INC000005981765,Cegled,CW: 2022/18,5/5/2022 11:25:32 AM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81525786

Area:
	Automata packing

Interface:
	XMES

Equipments or Process Affected:
	auto csomi

Host name:
	ISCFS4RL7316

Problem description / Error message:
	Sziasztok!
	
	Az alábbi tételt nem tudtuk lekönyvelni ,mert azt írja a program ,hogy nincs lezárva a gépen.
	Segítséget szeretnénk kérni, hogy folytatni tudjuk a könyvelést.
	Tétel adatok:
	Order:81525786
	Material:45386
	Category:PROD
	Type:FS300R12OE4_B81;
	Charge:SL0702P0
	El?re is köszönöm a segítséget.
	 
	Üdv, Szabina 

Contact Phone Number:
	06301256467, 06304253623

Carriers / Items affected (ID):
	091

",Procedural,Others,modified to finished cca at 12:46 and prod informed,Low,500,1
INC000005982491,Cegled,CW: 2022/18,5/5/2022 3:12:51 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81550971

Area:
	Automata packing

Interface:
	Camstar

Equipments or Process Affected:
	Automata packing

Host name:
	

Problem description / Error message:
	Printing Error: Nincs modul Camstarban ezen a SPEC-en. Manuális korrekció szükséges!

Contact Phone Number:
	301253623

",Procedural,Others,"helyben meger?sítve hogy nyomtatva, kb egy órája",Low,501,1
INC000005985752,Cegled,CW: 2022/18,5/7/2022 10:39:58 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81552730

Area:
	DCB Bond vizuális ellen?rzés

Interface:
	Camstar

Equipments or Process Affected:
	ISCFPC1ZS82X

Host name:
	X-MES Visual Inspection of substrate 

Problem description / Error message:
	Trackln failed. Error assigning material container to tray.
	DCB Bond vizuális ellen?rzésen beragadt egy tálca és nem tudják átmozgatni a következ? állomásra.
	Tálca száma: 0100137885003210

Contact Phone Number:
	+36303418479

Carriers / Items affected (ID):
	0100137885003210",Integration,XMES,A tálca kimozgatása megtortént.,Critical,502,1
INC000005985982,Cegled,CW: 2022/19,5/8/2022 5:38:18 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81552739

Area:
	Vizuális ellen?rzés

Interface:
	Camstar

Equipments or Process Affected:
	DUMMY_22000064_001

Host name:
	DUMMY_22000064_001

Problem description / Error message:
	Vizuális ellen?rzésen az alábbi tálcát nem tudjuk kiregisztrálni.
	0100137885003203

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	0100137885003203

",Integration,XMES,"0100137885003203 carrier contained archived material lot (from 01.12.2021). Has to update carrier CLU ID, manually deassign items and assign to a new tray which is provided by the production users.
UPDATE: 0100137885003203 is reusable again, archived material lot has been removed.",Low,503,1
INC000005985982,Cegled,CW: 2022/19,5/8/2022 5:38:18 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81552739

Area:
	Vizuális ellen?rzés

Interface:
	Camstar

Equipments or Process Affected:
	DUMMY_22000064_001

Host name:
	DUMMY_22000064_001

Problem description / Error message:
	Vizuális ellen?rzésen az alábbi tálcát nem tudjuk kiregisztrálni.
	0100137885003203

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	0100137885003203

",Procedural,Material Setup,"0100137885003203 carrier contained archived material lot (from 01.12.2021). Has to update carrier CLU ID, manually deassign items and assign to a new tray which is provided by the production users.
UPDATE: 0100137885003203 is reusable again, archived material lot has been removed.",Low,504,1
INC000005986006,Cegled,CW: 2022/19,5/8/2022 9:43:54 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81552739

Area:
	DCB Bond vizuális ellen?rzés

Interface:
	XMES

Equipments or Process Affected:
	ISCFPC1ZS82X

Host name:
	X-MES Mounting Information Monitor

Problem description / Error message:
	DCB Bond vizuális ellen?rzés állomáson a 0100137885003203 számú tálca beragadt, kérjük átmozgatni rendszerforrasztásra. 

Contact Phone Number:
	+36303418479

Carriers / Items affected (ID):
	0100137885003203

",Procedural,Material Setup,"0100137885003203 carrier contained archived material lot (from 01.12.2021). Has to update carrier CLU ID, manually deassign items and assign to a new tray which is provided by the production users.
UPDATE: 0100137885003203 is reusable again, archived material lot has been removed.",Low,505,1
INC000005986008,Cegled,CW: 2022/19,5/8/2022 9:54:51 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81552788

Area:
	Ultrasonic-welding_207

Interface:
	Camstar

Equipments or Process Affected:
	Ultrasonic-Welding_207, ISCFPC1ZS851

Host name:
	Ultrasonic-Welding_207

Problem description / Error message:
	A 207-es ultrahangos heggeszt? gépben a 01000410982280-as WT-n a 0062201472339743-as modul beragadt. Kérjük átmozgatni pre-cap állomásra. 

Contact Phone Number:
	+36303418479

Carriers / Items affected (ID):
	01000410982280 WT

",Procedural,TrackIn / TrackOut,Manual Moveout txn was required at 01000410982280 carrier.,Low,506,1
INC000005986129,Cegled,CW: 2022/19,5/8/2022 1:05:50 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81552741

Area:
	DCB Bond vizuális ellen?rzés

Interface:
	XMES

Equipments or Process Affected:
	ISCFPC1ZS82X

Host name:
	X-MES Mounting Information Monitor

Problem description / Error message:
	Trackln failed. Error assigning material container to tray.
	DCB Bond vizuális ellen?rzésen a 01001378850032-es számú tálcát nem tudjuk kiregisztrálni, át kellene mozgatni rendszerforrasztásra.

Contact Phone Number:
	+36303418479

Carriers / Items affected (ID):
	01001378850032

",Procedural,Material Setup,"0100137885003201 carrier contained archived material lot (from 01.12.2021 - 43563__DU0011P1__013). Has to update carrier CLU ID, manually deassign items and assign to a new tray which is provided by the production users.
UPDATE: 0100137885003201 is reusable again, archived material lot has been removed.",Low,507,1
INC000005988012,Cegled,CW: 2022/19,5/9/2022 11:35:29 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81552467

Area:
	ultrahangos hegesztés 206-os

Interface:
	Camstar

Equipments or Process Affected:
	10032952

Host name:
	Ultrasonic-Welding 206

Problem description / Error message:
	A 206-os ultrahangos hegeszt?gépbe mérnöki tevékenység miatt kikapcsolták a MES-t, ezért a 01000410982234-es wt-n lev? 3 db modul nem került lehegesztésre. Kérjük szíves segítségeteket a probléma megoldásában.

Contact Phone Number:
	+36303418479

Carriers / Items affected (ID):
	01000410982234

",Procedural,TrackIn / TrackOut,A wt regisztrálást visszavontam így a bemozgatás sikeres volt.,Low,508,1
INC000005988256,Cegled,CW: 2022/19,5/9/2022 2:49:05 PM,"*Problem description / Error message: 
Sziasztok!

Mellékelve a mai napon az IFCE-re belépettek Personnel számai.

Juhász Lászlóné azonosítójával adós maradok, küldöm, amint megkapom.

Üdvözlettel:
Kriszti

*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): 
Fauf / Lot ID: 
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): Eway
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Configuration,Master Data,"new members added in system, email Mo 09.05.2022 14:45",Low,509,1
INC000005989024,Cegled,CW: 2022/19,5/9/2022 4:58:20 PM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81547221

Area:
	terminálforrasztás/carrier change/házszerelés

Interface:
	Camstar

Equipments or Process Affected:
	Nem géphiba, csak szeretnénk a WT-ket leüríttetni, mivel a tétel blokkolva lett. 

Host name:
	

Problem description / Error message:
	Blokkolt tétel (HB330176E0) hordozóinak leürítése. 
	A hordozók a csatolmányban.

Contact Phone Number:
	06308311766

",Procedural,Others,A wt-k leürítése megtörtént.,Low,510,1
INC000005989111,Cegled,CW: 2022/19,5/9/2022 5:51:47 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81547871

Area:
	Mér?

Interface:
	Camstar

Equipments or Process Affected:
	KWK6

Host name:
	ISCECZC8277TPR

Problem description / Error message:
	Copy Lot hiba

Contact Phone Number:
	06300195220

",Integration,XMES,"A tétel gyártása könyvelés szerint még nem kezdödött el, sem a camstar-ban sem az adatbázis szerint, Orbit-ban sem található.",Low,511,1
INC000005989348,Cegled,CW: 2022/19,5/9/2022 10:55:07 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81551086

Area:
	Automata packing

Interface:
	Camstar

Equipments or Process Affected:
	Automata packing 

Host name:
	

Problem description / Error message:
	Sziasztok!
	
	Automata csomagoló állomáson az alábbi tétel /FAUF: 81551086/ két hordozóra van regisztrálva.
	A tételt ezért nem tudjuk lezárni AP állomáson.
	Kérlek a 319-es hordozóról tegyétek át a 9 db modult a 317-es hordozóra.
	
	Köszönöm a segítséget.
	
	Üdv:
	Andi

Contact Phone Number:
	302256710

",Procedural,TrackIn / TrackOut,A modulok áthelyezése megtörtént.,Low,512,1
INC000005990257,Cegled,CW: 2022/19,5/10/2022 8:20:14 AM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81548746

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	Autopacking - MES adapter

Host name:
	

Problem description / Error message:
	Retroactively opened ticket for Mark BAlogh.
	The issue is solved.

Contact Phone Number:
	NA

",Configuration,Others,Lot have been moved out.,Low,513,1
INC000005990576,Cegled,CW: 2022/19,5/10/2022 9:41:40 AM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	HW6196E0 81546303 

Area:
	

Interface:
	

Equipments or Process Affected:
	Autopacking - manual handling - MES adatper is needed

Host name:
	

Problem description / Error message:
	A HW6196E0 
	Mat: 50015
	 Fauf.: 81546303 
	 Kifutott Fél Autómatán 83 db-al, Rest a tétel tetején megtalálható. 
	Manuális könyvelés szükséges!!!  
	

Contact Phone Number:
	06308311766

",Configuration,Others,Lot have been moved out.,Low,514,1
INC000005992093,Cegled,CW: 2022/19,5/10/2022 8:36:53 PM,"Site:
	CEG

Affected Line:
	IHM

Fauf (Fertigungsauftrag) / Lot ID:
	81553364/HR04314P0

Area:
	Vadu

Interface:
	Equipment

Equipments or Process Affected:
	Vadu22

Host name:
	

Problem description / Error message:
	Tétel váltásnál el lett gépelve az auftrag szám ezért rossz tételhez lett bekönyvelve 18 db modul
	
	HR04314P0-ból (81553364)
	HR04304P0-ba (81553354)
	
	Az alábbi modulokat átvezetni vadu állomáson e-wayben.
	
	0812200233139936
	0812200415139936
	0822201391139936
	0612205595139936
	0822201392139936
	0822201393139936
	0822201394139936
	0822201395139936
	0822201396139936
	0822201398139936
	0822201397139936
	0822201400139936
	0832201501139936
	0832201500139936
	0832201502139936
	0832201503139936
	0822201137139936
	0822201134139936
	
	

Contact Phone Number:
	06302659576

",Procedural,TrackIn / TrackOut,"Changed POID at all affected modul IDs (0812200233139936,0812200415139936,0822201391139936,0612205595139936,0822201392139936,0822201393139936,0822201394139936,0822201395139936,0822201396139936,0822201398139936,0822201397139936,0822201400139936,0832201501139936,0832201500139936,0832201502139936,0832201503139936,0822201137139936,0822201134139936) in dbo.EwayTraceMasterData table.",Critical,515,1
INC000005992342,Cegled,CW: 2022/19,5/11/2022 12:17:18 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	framebond

Interface:
	Equipment

Equipments or Process Affected:
	HK167

Host name:
	CEGBEARFB167

Problem description / Error message:
	Eqstat nem áll át normál gyártásra.

Contact Phone Number:
	06304238256

",Procedural,Others,TFM and EQSTAT status on normal based on my checking,Low,516,1
INC000005993338,Cegled,CW: 2022/19,5/11/2022 9:18:04 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81554409

Area:
	Baumann

Interface:
	Camstar

Equipments or Process Affected:
	Pin hiba

Host name:
	baumann

Problem description / Error message:
	Selejt modul lett, szeretnénk tudni a forrasztó JIG számát.

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	2992172567145944

",Reporting,Clarification,81554409 forrasztó JIG száma 2992172567145944 -nél a #01000354430150 volt,Low,517,1
INC000005993526,Cegled,CW: 2022/19,5/11/2022 9:44:55 AM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81546309

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	Automata csomagoló - MES adapter

Host name:
	

Problem description / Error message:
	Retroactively opened ticket for LAszlo Prumek.
	
	Az alábbi tétel kifutott az automata csomi állomáson.
	Mat. Nr.	Charge	FAUF	QTY
	50013	HV1309E0	81546309	50
	
	Össz darabszám: 4db teli doboz, 40db modul.
	Darab doboz nem keletkezett.
	A tétel ENG-es, ezért manuális könyvelés szükséges.
	

Contact Phone Number:
	06301733253

",Configuration,Master Data,"Items Workflowstep in CEGINV_Material, User need to MoveOut on Camstar website. Tétel ki lett mozgatva Camstarban MoveOut-olni kell",Low,518,1
INC000005993633,Cegled,CW: 2022/19,5/11/2022 10:19:27 AM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81546312

Area:
	

Interface:
	

Equipments or Process Affected:
	Autocsomi - MES adapter

Host name:
	

Problem description / Error message:
	Retroactively opened ticket for Laszlo Prumek.
	
	Az alábbi tétel kifutott az automata csomi állomáson.
	Mat. Nr.	Charge	FAUF	QTY
	49997	HV1310E0	81546312	50
	
	Az össz darabszám: 42db modul.
	Teli doboz 4db, 40 modul.
	Darab doboz 1db, 2db modul.(a tételen) 
	A tétel ENG-es, ezért manuális könyvelés szükséges.
	

Contact Phone Number:
	06301733253

",Configuration,Master Data,"Items Workflowstep in CEGINV_Material, User need to MoveOut on Camstar website. Tétel ki lett mozgatva Camstarban MoveOutolni kell",Low,519,1
INC000005993840,Cegled,CW: 2022/19,5/11/2022 10:54:09 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81554270

Area:
	Automata packing

Interface:
	Camstar

Equipments or Process Affected:
	Automata packing

Host name:
	

Problem description / Error message:
	Printing error: Nincs modul a Camstar-ban ezen a SPEC-en. Manuális korrekció szükséges!

Contact Phone Number:
	302589438

Carriers / Items affected (ID):
	302589438

",Procedural,TrackIn / TrackOut,Based on the Camstar system all items in the last workflowstep no BOC action required,Low,520,1
INC000005993885,Cegled,CW: 2022/19,5/11/2022 11:13:57 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81552526

Area:
	Önt?

Interface:
	Camstar

Equipments or Process Affected:
	Sérült WT

Host name:
	Önt?

Problem description / Error message:
	Önt?nél nem olvassa be a DMX kódot, sérült, kérlek mozgassátok át elektromos tesztre.

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	01000410981839

",Integration,XMES,A wt átmozgatása megtörtént.,Low,521,1
INC000005994019,Cegled,CW: 2022/20,5/11/2022 11:30:40 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81552460

Area:
	econo 2 mér?

Interface:
	XMES

Equipments or Process Affected:
	TSTECZC8277TPY
        (ISCECZC8277TPY inkabb ez a PC neve - from BOC)

Host name:
	

Problem description / Error message:
	81552460- ez az auftrag nincs az adatbázisban - ez a hibaüzenet jelenik meg copylotozásnál

Contact Phone Number:
	300195220",Integration,Orbit,"Éliás  László: A problémát úgy t?nik egy hibás paramétermegadás okozza. Valamiért egy „PASS” elnevezés? paraméter szerepel az orbitban, ez viszont nem szerepel a csomagolós orbitban, ezért nem sikerült a copylot.",Low,522,1
INC000005995389,Cegled,CW: 2022/19,5/12/2022 2:39:35 AM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81554273

Area:
	Automata packing

Interface:
	XMES

Equipments or Process Affected:
	Automata packing

Host name:
	ISCFS4RL7316

Problem description / Error message:
	Sziasztok
	Az alábbi tételnél nem tudtunk fuvarlevelet nyomtatni,  ""Printing error: Nincs modul a Camstar-ban ezen a SPEC-en. manuális korrekció szükséges."" ezt írja ki.
	Charge: H914464P0
	Auf.: 81554273
	Material: 46255
	
	Szeretnénk segítséget kérni.
	Köszönjük C m?szak

Contact Phone Number:
	301253623

Carriers / Items affected (ID):
	225

",Integration,Orbit,"A hiba javítva lett, próbáljátok meg újra a fuvarlevél nyomtatást.",Low,523,1
INC000005996941,Cegled,CW: 2022/19,5/12/2022 11:35:42 AM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81548408

Area:
	Automata packing

Interface:
	Camstar

Equipments or Process Affected:
	automata packing

Host name:
	

Problem description / Error message:
	Nem volt teli doboza a tételnek, mert csak 9 db-os. Így nem tudunk fuvarlevelet nyomtatni és lezárni sem camstarban. 

Contact Phone Number:
	301253623

",Configuration,Master Data,81548408 items are moved to the last workflowstep as requested. Tételek kimozgatva Camstar MoveOut szükséges.,Low,524,1
INC000005997670,Cegled,CW: 2022/19,5/12/2022 3:32:37 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81554416

Area:
	Ultrahangos heggeszt?

Interface:
	Camstar

Equipments or Process Affected:
	Ultrasonic-Welding_ 

Host name:
	
	10033651

Problem description / Error message:
	Az ultrahangos hegesztés állomáson UD0522P0 tételben egy WT dmx kódját nem olvassa be a gép úgyhogy a rajta lév? modulokat egy másik WT-re kellene áthelyezni. 
	Modulok kódjai: 
	0662202009339743
	0662202006339743
	0662202005339743
	
	Új WT kódja: 
	01000410982245

Contact Phone Number:
	06303418479

Carriers / Items affected (ID):
	01000410982245

",Procedural,Others,Based on the request all items have been deassigned from the problematic carrier and assigned to correct one.,Low,525,1
INC000005997731,Cegled,CW: 2022/19,5/12/2022 4:11:15 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81556400

Area:
	Pin beültetés

Interface:
	Camstar

Equipments or Process Affected:
	Assy-Pin_013
	

Host name:
	10060366
	

Problem description / Error message:
	A DU0602E1 tételb?l DCB teszt állomáson beragadt egy tálca és nem tudják átmozgatni Pin beültetésre.
	
	tálca kód:0100137885003023
	
	nutzen kódok:
	0952217623543484
	0952217595543484
	0952217599543484
	0952217625543484
	0952217622543484
	0952217598543484
	0952217601543484
	0952217619543484
	0952217663543484
	0952217665543484
	0952217669543484
	0952217618543484
	0952217662543484
	0952217668543484
	0952217666543484
	0952217658543484
	

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	0100137885003023

",Procedural,TrackIn / TrackOut,All affected items have been assigned to the provided tray and sent a Move Out as well.,Low,526,1
INC000005999315,Cegled,CW: 2022/19,5/13/2022 10:01:00 AM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81549800

Area:
	terminálforrasztás

Interface:
	Camstar

Equipments or Process Affected:
	teminálforrasztás

Host name:
	13-as kályha 

Problem description / Error message:
	Terminálforrasztáson a kályhából nem lehet ki regisztrálni a modulokat . 92 -es kártya -150 db

Contact Phone Number:
	308311766

",Procedural,TrackIn / TrackOut,Az érintett hordozó sikeresen ki lett regisztrálva.,Low,527,1
INC000005999893,Cegled,CW: 2022/19,5/13/2022 12:54:53 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81554714

Area:
	Baumann

Interface:
	Camstar

Equipments or Process Affected:
	Baumann

Host name:
	Baumann

Problem description / Error message:
	Camstar úgy érzékeli, hogy van benne modul, de fizikálisan üres. Szétszerelést kér. Legyetek szívesek megoldani!

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	01000354430275

",Procedural,Others,Issue have been solved by locally.,Low,528,1
INC000006000479,Cegled,CW: 2022/20,5/13/2022 7:17:59 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81554922

Area:
	DCB Bond vizuális ellen?rzés

Interface:
	Camstar

Equipments or Process Affected:
	ISCFPC1ZS82X

Host name:
	DUMMY_22AS00654

Problem description / Error message:
	DCB teszt AGG állomáson a vizuális ellen?rzésnél végig ellen?rizték a tételt, de Camstarba nincs benne a tétel, így nem tudják tovább mozgatni rendszerforrasztásra. Kérjük segítségetek a tétel tovább mozgatásában.

Contact Phone Number:
	+36303418479

",Procedural,Others,Issue have been solved by locally.,Low,529,1
INC000006000496,Cegled,CW: 2022/20,5/13/2022 8:02:23 PM,"Vadu-10-es berendezésnél nem áll vissza normál gyártásra az EQ stat monitor
TFM",Integration,LEGACY APP,MDE software restart needed.,Low,530,1
INC000006000619,Cegled,CW: 2022/20,5/13/2022 9:00:53 PM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81546868

Area:
	Rendszerforrasztás

Interface:
	Camstar

Equipments or Process Affected:
	Vadu 34

Host name:
	CEGBEARVADU34

Problem description / Error message:
	Szeretnék segítséget kérni az alábbi tétellel kapcsolatban.
	A Vadu 34-nél beragadt hordozó van.
	
	Charge: UZ01343P0
	Aufrag: 81546868
	Hordozó szám: 0100087343901010
	

Contact Phone Number:
	308311766

",Integration,XMES,"Ennek a tételnek - 81546868 - a gyártása már befejezodött.
A jegyben említett wt-n (0100087343901010) már más tétel (81550465) moduljai vannak.",Low,531,1
INC000006000832,Cegled,CW: 2022/19,5/14/2022 5:00:17 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81554710

Area:
	ultrasonic-welding 207

Interface:
	Camstar

Equipments or Process Affected:
	Ultrasonic-Welding _207

Host name:
	Ultrasonic-Welding_207

Problem description / Error message:
	207-es ultrahangos hegeszt?gépben MES hiba miatt beragadt a 01000410983252 számú wt-n lev? 3 db modul, a modulok emiatt nem lettek lehegesztve. 

Contact Phone Number:
	+36303418479

Carriers / Items affected (ID):
	01000410983252

",Integration,XMES,"A hiba javítva, újra lehet próbálkozni a hegesztéssel.",Low,532,1
INC000006000839,Cegled,CW: 2022/19,5/14/2022 5:07:24 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81554706

Area:
	ultrahangos hegesztés

Interface:
	Camstar

Equipments or Process Affected:
	Ultrasonic-Welding_206

Host name:
	Ultrasonic-Welding _206

Problem description / Error message:
	206-os ultrahangos hegeszt?gépen MES hiba miatt a 01000410983252 számú wt-n lev? modulok nem lettek lehegesztve. Kérjük szíves segítségeteket

Contact Phone Number:
	+36303418479",Integration,XMES,"A 01000410983238 wt-t feloldottam, újra lehet hegeszteni.",Low,533,1
INC000006000933,Cegled,CW: 2022/19,5/14/2022 4:48:04 PM,"Az adatgy?jt? program MDE-MPI programja fejlesztés státuszban van és ez miatt a az EQ stat is mérnöki tevékenységet mutat.
	
	PC name: CEGFS4LMPT8
	Domain: ifxcep.net

Other Relevant Hardware:
	iPC - EQ stat monitor

",Configuration,Others,"A Vadu-n ki kellett kapcsolni az ""Entwicklung"" kapcsolót, amit a felhasználó megtett és az adatgy?jés helyreállt.",Low,534,1
INC000006001501,Cegled,CW: 2022/20,5/16/2022 4:31:44 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81554793

Area:
	ZBV keretszerelés

Interface:
	Camstar

Equipments or Process Affected:
	ZBV 

Host name:
	

Problem description / Error message:
	Ez a 2 jó modul, nincs hozzárendelve WT-hez. Modul számok: 0642202089339743, 0642202102339743.

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	01000410982339

",Procedural,Others,assign the carrier done at 8 o'clock as per webex talked with Monika Szabo,Low,535,1
INC000006001820,Cegled,CW: 2022/20,5/16/2022 7:05:13 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81554790

Area:
	Ultrahangos hegeszt?

Interface:
	Camstar

Equipments or Process Affected:
	Ultrasonic-Welding

Host name:
	10033651

Problem description / Error message:
	Ultrahangos hegeszt? állomáson a UD0556P0 tételb?l egy wt-t nem tudnak átmozgatni a vizuális ellen?rzésre.
	A wt kódja: 01000410981994
	

Contact Phone Number:
	303418479

",Integration,XMES,A wt kimozgatása megtörtént.,Low,536,1
INC000006001852,Cegled,CW: 2022/20,5/16/2022 7:35:51 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81554791

Area:
	Ultrahangos hegeszt?

Interface:
	Camstar

Equipments or Process Affected:
	Ultrasonic-Welding

Host name:
	10025516

Problem description / Error message:
	Ultrahangos hegeszt? állomáson a UD0557P0 tételb?l egy wt-t át kellene mozgatni a vizuális ellen?rzésre. Illetve a wt-n szerepl? 0682200280339743 modul kiesett AL99 hibakóddal, már nincs rajta a wt-n viszont a Camstarban még hozzá van rendelve.
	
	Wt kódja:
	01000410982562
	Modulok:
	0682200274339743
	0682200280339743
	
	0682200280339743 -> AL99

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	01000410982562

",Integration,XMES,A wt kimozgatása megtörtént.,Low,537,1
INC000006003475,Cegled,CW: 2022/20,5/16/2022 3:51:35 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81554793

Area:
	Keretszerelés 

Interface:
	Camstar

Equipments or Process Affected:
	Assy-Frema_013

Host name:
	10001223

Problem description / Error message:
	Két modul a keretszerelés állomáson beragadt. A modulok hegesztésre várnak. 

Contact Phone Number:
	06303418479

Carriers / Items affected (ID):
	01000410982339

",Integration,Others,"Carrier moved out to USS, Production informed over Évi per phone(at ticket afterducumentation already in modul testing)",Low,538,1
INC000006004143,Cegled,CW: 2022/20,5/17/2022 1:18:18 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81554928

Area:
	Önt?, USS

Interface:
	Camstar

Equipments or Process Affected:
	Önt?

Host name:
	

Problem description / Error message:
	Egy WT önt?n beragadt, legyetek szívesek mérésre átmozgatni (WT száma: 01000410983078)
	
	USS nem olvassa a WT-t, ezért szeretnénk err?l a WT-r?l (01000410982958) a jó modulokat átrakni erre a WT-re ( 01000410983085)

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	01000410983078

",Integration,XMES,"A modulok átmozgatása megtörtént a 01000410983085 wt-re.
A 01000410983078 wt még az USS Welding / Ultrahangos hegesztes-en van.",Low,539,1
